VIN,body_exit_time,body_cycle_min,body_extra_delay_min,actual_body_sequence
VIN0020440,5/27/2024 10:02,4.3898203,0,20440
VIN0020441,5/27/2024 10:07,4.1758896,0,20441
VIN0020444,5/27/2024 10:21,3.6658653,0,20442
VIN0020443,5/27/2024 10:23,3.5318529,6.0437262,20443
VIN0020445,5/27/2024 10:26,3.5113364,0,20444
VIN0020446,5/27/2024 10:31,3.7369454,0,20445
VIN0020447,5/27/2024 10:36,4.1985659,0,20446
VIN0020448,5/27/2024 10:41,3.7879122,0,20447
VIN0020449,5/27/2024 10:45,4.338662,0,20448
VIN0020450,5/27/2024 10:50,3.8292147,0,20449
VIN0020451,5/27/2024 10:55,4.2254548,0,20450
VIN0020452,5/27/2024 11:00,3.7744947,0,20451
VIN0020453,5/27/2024 11:05,4.0160418,0,20452
VIN0020454,5/27/2024 11:09,4.7950409,0,20453
VIN0020442,5/27/2024 11:14,4.0948897,62.5094919,20454
VIN0020455,5/27/2024 11:15,3.9653424,0,20455
VIN0020457,5/27/2024 11:24,4.1176519,0,20456
VIN0020456,5/27/2024 11:27,3.1979632,7.1185144,20457
VIN0020458,5/27/2024 11:29,3.9809924,0,20458
VIN0020459,5/27/2024 11:34,4.1344877,0,20459
VIN0020460,5/27/2024 11:38,4.1576368,0,20460
VIN0020461,5/27/2024 11:43,5.0226601,0,20461
VIN0020462,5/27/2024 11:48,3.8604862,0,20462
VIN0020463,5/27/2024 11:52,4.1424801,0,20463
VIN0020464,5/27/2024 11:58,4.5253661,0,20464
VIN0020465,5/27/2024 12:02,4.025087,0,20465
VIN0020466,5/27/2024 12:06,2.8211567,0,20466
VIN0020467,5/27/2024 12:11,3.5605629,0,20467
VIN0020468,5/27/2024 12:16,4.1836143,0,20468
VIN0020469,5/27/2024 12:21,4.3189614,0,20469
VIN0020470,5/27/2024 12:26,4.0581261,0,20470
VIN0020471,5/27/2024 12:30,4.5806061,0,20471
VIN0020472,5/27/2024 12:35,3.7909838,0,20472
VIN0020473,5/27/2024 12:40,2.9887867,0,20473
VIN0020474,5/27/2024 12:45,4.2409873,0,20474
VIN0020475,5/27/2024 12:49,3.3307516,0,20475
VIN0020476,5/27/2024 12:54,4.4103472,0,20476
VIN0020477,5/27/2024 12:59,3.5998702,0,20477
VIN0020478,5/27/2024 13:04,3.8410368,0,20478
VIN0020479,5/27/2024 13:08,3.311809,0,20479
VIN0020480,5/27/2024 13:13,4.325017,0,20480
VIN0020481,5/27/2024 13:17,4.2503011,0,20481
VIN0020482,5/27/2024 13:23,3.7040839,0,20482
VIN0020483,5/27/2024 13:27,4.1631077,0,20483
VIN0020484,5/27/2024 13:33,3.776506,0,20484
VIN0020485,5/27/2024 13:37,4.5062251,0,20485
VIN0020486,5/27/2024 13:41,3.6558553,0,20486
VIN0020487,5/27/2024 13:47,3.4013687,0,20487
VIN0020488,5/27/2024 13:51,4.1590804,0,20488
VIN0020489,5/27/2024 13:56,4.9907851,0,20489
VIN0020490,5/27/2024 14:01,4.1670816,0,20490
VIN0020491,5/27/2024 14:06,3.4433389,0,20491
VIN0020492,5/27/2024 14:10,4.5928822,0,20492
VIN0020493,5/27/2024 14:15,4.0168121,0,20493
VIN0020495,5/27/2024 14:25,3.9678704,0,20494
VIN0020496,5/27/2024 14:29,3.6813114,0,20495
VIN0020497,5/27/2024 14:34,3.9037176,0,20496
VIN0020498,5/27/2024 14:39,3.9621966,0,20497
VIN0020499,5/27/2024 14:44,3.6086926,0,20498
VIN0020500,5/27/2024 14:48,3.7586626,0,20499
VIN0020501,5/27/2024 14:53,3.5551597,0,20500
VIN0020502,5/27/2024 14:58,4.5800385,0,20501
VIN0020503,5/27/2024 15:03,3.9483137,0,20502
VIN0020494,5/27/2024 15:08,3.0467885,48.2435619,20503
VIN0020504,5/27/2024 15:09,3.4812984,0,20504
VIN0020505,5/27/2024 15:12,5.1839074,0,20505
VIN0020507,5/27/2024 15:22,4.4400071,0,20506
VIN0020508,5/27/2024 15:27,3.969924,0,20507
VIN0020509,5/27/2024 15:31,4.87207,0,20508
VIN0020510,5/27/2024 15:36,4.8672228,0,20509
VIN0020511,5/27/2024 15:41,4.4708714,0,20510
VIN0020506,5/27/2024 15:49,4.4100844,32.0345962,20511
VIN0020513,5/27/2024 15:51,3.7872852,0,20512
VIN0020514,5/27/2024 15:55,3.5924718,0,20513
VIN0020515,5/27/2024 16:00,4.6521086,0,20514
VIN0020512,5/27/2024 16:02,4.0665833,16.2686561,20515
VIN0020516,5/27/2024 16:05,4.8952903,0,20516
VIN0020518,5/27/2024 16:15,4.5396171,0,20517
VIN0020519,5/27/2024 16:19,4.0420542,0,20518
VIN0020520,5/27/2024 16:24,3.8784905,0,20519
VIN0020517,5/27/2024 16:26,3.0809347,16.011962,20520
VIN0020522,5/27/2024 16:34,4.917299,0,20521
VIN0020521,5/27/2024 16:35,4.1782677,6.1126887,20522
VIN0020523,5/27/2024 16:38,4.2248125,0,20523
VIN0020524,5/27/2024 16:43,4.8805377,0,20524
VIN0020525,5/27/2024 16:48,3.1306454,0,20525
VIN0020527,5/27/2024 16:57,3.985114,0,20526
VIN0020528,5/27/2024 17:02,4.2034268,0,20527
VIN0020529,5/27/2024 17:07,4.7753997,0,20528
VIN0020526,5/27/2024 17:08,4.6116258,15.828704,20529
VIN0020530,5/27/2024 17:12,4.1610749,0,20530
VIN0020531,5/27/2024 17:16,3.8831297,0,20531
VIN0020532,5/27/2024 17:22,3.6480463,0,20532
VIN0020533,5/27/2024 17:26,4.4005323,0,20533
VIN0020534,5/27/2024 17:31,3.5679147,0,20534
VIN0020535,5/27/2024 17:35,3.8982553,0,20535
VIN0020536,5/27/2024 17:41,4.4211299,0,20536
VIN0020538,5/27/2024 17:49,3.8616317,0,20537
VIN0020537,5/27/2024 17:52,4.8708459,6.7673825,20538
VIN0020539,5/27/2024 17:55,3.5294615,0,20539
VIN0020540,5/27/2024 17:59,4.0409182,0,20540
VIN0020541,5/27/2024 18:04,3.8611866,0,20541
VIN0020542,5/27/2024 18:09,3.9766554,0,20542
VIN0020543,5/27/2024 18:14,3.8996685,0,20543
VIN0020544,5/27/2024 18:19,4.3741932,0,20544
VIN0020545,5/27/2024 18:23,4.400378,0,20545
VIN0020546,5/27/2024 18:28,4.4268611,0,20546
VIN0020547,5/27/2024 18:33,4.3960922,0,20547
VIN0020548,5/27/2024 18:37,3.7970122,0,20548
VIN0020549,5/27/2024 18:42,3.3903792,0,20549
VIN0020550,5/27/2024 18:47,4.0826229,0,20550
VIN0020551,5/27/2024 18:52,4.0833291,0,20551
VIN0020552,5/27/2024 18:56,4.6410241,0,20552
VIN0020553,5/27/2024 19:01,4.0835149,0,20553
VIN0020554,5/27/2024 19:06,4.4778873,0,20554
VIN0020555,5/27/2024 19:11,4.806857,0,20555
VIN0020556,5/28/2024 6:05,4.4653443,0,20556
VIN0020557,5/28/2024 6:10,4.0909474,0,20557
VIN0020558,5/28/2024 6:15,4.1177004,0,20558
VIN0020559,5/28/2024 6:20,4.6427835,0,20559
VIN0020560,5/28/2024 6:25,3.0104662,0,20560
VIN0020561,5/28/2024 6:30,3.4811442,0,20561
VIN0020562,5/28/2024 6:35,4.7748173,0,20562
VIN0020563,5/28/2024 6:40,3.9994979,0,20563
VIN0020564,5/28/2024 6:45,3.9281983,0,20564
VIN0020565,5/28/2024 6:50,3.7517885,0,20565
VIN0020566,5/28/2024 6:55,4.0214795,0,20566
VIN0020567,5/28/2024 7:00,4.4319938,0,20567
VIN0020568,5/28/2024 7:05,4.6560306,0,20568
VIN0020569,5/28/2024 7:10,3.438007,0,20569
VIN0020570,5/28/2024 7:16,3.9862625,0,20570
VIN0020571,5/28/2024 7:21,4.0437018,0,20571
VIN0020572,5/28/2024 7:25,4.8265035,0,20572
VIN0020573,5/28/2024 7:31,4.5569412,0,20573
VIN0020574,5/28/2024 7:36,4.3943046,0,20574
VIN0020575,5/28/2024 7:41,3.8336323,0,20575
VIN0020576,5/28/2024 7:47,3.8799123,0,20576
VIN0020577,5/28/2024 7:51,3.9738386,0,20577
VIN0020578,5/28/2024 7:57,3.7421378,0,20578
VIN0020579,5/28/2024 8:01,4.5348538,0,20579
VIN0020580,5/28/2024 8:06,3.9482189,0,20580
VIN0020581,5/28/2024 8:11,4.2223046,0,20581
VIN0020582,5/28/2024 8:16,4.154237,0,20582
VIN0020583,5/28/2024 8:21,4.451085,0,20583
VIN0020584,5/28/2024 8:27,4.5844568,0,20584
VIN0020585,5/28/2024 8:32,3.7322632,0,20585
VIN0020586,5/28/2024 8:37,4.782584,0,20586
VIN0020587,5/28/2024 8:42,3.416165,0,20587
VIN0020588,5/28/2024 8:47,3.8960418,0,20588
VIN0020589,5/28/2024 8:52,4.0982648,0,20589
VIN0020590,5/28/2024 8:57,4.5704136,0,20590
VIN0020591,5/28/2024 9:02,4.0947699,0,20591
VIN0020592,5/28/2024 9:07,3.9040875,0,20592
VIN0020593,5/28/2024 9:12,4.6772066,0,20593
VIN0020594,5/28/2024 9:18,4.7840827,0,20594
VIN0020595,5/28/2024 9:22,4.5725166,0,20595
VIN0020596,5/28/2024 9:27,4.9148196,0,20596
VIN0020597,5/28/2024 9:32,4.190769,0,20597
VIN0020598,5/28/2024 9:38,4.1747077,0,20598
VIN0020599,5/28/2024 9:43,3.9712413,0,20599
VIN0020600,5/28/2024 9:48,4.0889936,0,20600
VIN0020601,5/28/2024 9:52,4.3750975,0,20601
VIN0020602,5/28/2024 9:58,4.2677321,0,20602
VIN0020603,5/28/2024 10:03,4.0413988,0,20603
VIN0020604,5/28/2024 10:08,4.2658912,0,20604
VIN0020605,5/28/2024 10:13,4.573431,0,20605
VIN0020606,5/28/2024 10:19,4.4165889,0,20606
VIN0020607,5/28/2024 10:23,3.5737766,0,20607
VIN0020608,5/28/2024 10:28,4.2934053,0,20608
VIN0020609,5/28/2024 10:34,3.79054,0,20609
VIN0020610,5/28/2024 10:38,3.6868476,0,20610
VIN0020611,5/28/2024 10:44,5.084411,0,20611
VIN0020612,5/28/2024 10:49,3.4296881,0,20612
VIN0020613,5/28/2024 10:53,3.3111227,0,20613
VIN0020614,5/28/2024 10:59,4.1927807,0,20614
VIN0020615,5/28/2024 11:04,4.5506727,0,20615
VIN0020616,5/28/2024 11:08,3.4086588,0,20616
VIN0020617,5/28/2024 11:14,3.2679901,0,20617
VIN0020618,5/28/2024 11:19,3.8825239,0,20618
VIN0020619,5/28/2024 11:24,4.4869349,0,20619
VIN0020621,5/28/2024 11:34,4.5088345,0,20620
VIN0020622,5/28/2024 11:40,4.0199122,0,20621
VIN0020623,5/28/2024 11:44,4.055434,0,20622
VIN0020624,5/28/2024 11:49,4.5049953,0,20623
VIN0020625,5/28/2024 11:54,4.1862875,0,20624
VIN0020620,5/28/2024 11:55,3.9182195,25.7169545,20625
VIN0020627,5/28/2024 12:05,4.3186032,0,20626
VIN0020629,5/28/2024 12:15,4.645643,0,20627
VIN0020630,5/28/2024 12:20,4.3520017,0,20628
VIN0020628,5/28/2024 12:22,3.3939863,12.1105986,20629
VIN0020631,5/28/2024 12:25,4.0863842,0,20630
VIN0020632,5/28/2024 12:30,4.1848898,0,20631
VIN0020626,5/28/2024 12:32,3.9022975,33.0877036,20632
VIN0020633,5/28/2024 12:35,3.869017,0,20633
VIN0020634,5/28/2024 12:40,4.1050962,0,20634
VIN0020635,5/28/2024 12:45,4.0574494,0,20635
VIN0020636,5/28/2024 12:50,4.0423659,0,20636
VIN0020637,5/28/2024 12:55,3.3855787,0,20637
VIN0020638,5/28/2024 13:00,3.5187792,0,20638
VIN0020639,5/28/2024 13:05,4.1753424,0,20639
VIN0020640,5/28/2024 13:10,4.4942305,0,20640
VIN0020642,5/28/2024 13:21,4.6675691,0,20641
VIN0020643,5/28/2024 13:26,3.9207707,0,20642
VIN0020644,5/28/2024 13:31,3.2426124,0,20643
VIN0020645,5/28/2024 13:36,3.9987124,0,20644
VIN0020646,5/28/2024 13:41,4.4619497,0,20645
VIN0020647,5/28/2024 13:46,4.198215,0,20646
VIN0020648,5/28/2024 13:51,4.5788861,0,20647
VIN0020649,5/28/2024 13:56,3.9159185,0,20648
VIN0020650,5/28/2024 14:01,3.7618746,0,20649
VIN0020651,5/28/2024 14:07,4.6707592,0,20650
VIN0020652,5/28/2024 14:12,3.3456549,0,20651
VIN0020653,5/28/2024 14:16,4.0064889,0,20652
VIN0020654,5/28/2024 14:21,3.81297,0,20653
VIN0020655,5/28/2024 14:26,4.3884322,0,20654
VIN0020656,5/28/2024 14:32,3.5122133,0,20655
VIN0020657,5/28/2024 14:37,4.063606,0,20656
VIN0020658,5/28/2024 14:42,3.8007575,0,20657
VIN0020641,5/28/2024 14:45,4.2219919,89.5642275,20658
VIN0020659,5/28/2024 14:47,4.8944001,0,20659
VIN0020660,5/28/2024 14:52,3.7322131,0,20660
VIN0020661,5/28/2024 14:57,4.0313687,0,20661
VIN0020662,5/28/2024 15:02,4.5817863,0,20662
VIN0020663,5/28/2024 15:07,4.1022769,0,20663
VIN0020664,5/28/2024 15:12,3.8089211,0,20664
VIN0020665,5/28/2024 15:18,4.7742634,0,20665
VIN0020666,5/28/2024 15:23,3.7999801,0,20666
VIN0020667,5/28/2024 15:28,4.2220147,0,20667
VIN0020668,5/28/2024 15:33,3.8712907,0,20668
VIN0020669,5/28/2024 15:38,3.685838,0,20669
VIN0020670,5/28/2024 15:43,4.3088054,0,20670
VIN0020671,5/28/2024 15:48,4.5854953,0,20671
VIN0020672,5/28/2024 15:53,4.4359536,0,20672
VIN0020673,5/28/2024 15:58,4.183592,0,20673
VIN0020675,5/28/2024 16:08,4.3938225,0,20674
VIN0020674,5/28/2024 16:11,3.4860413,8.0909908,20675
VIN0020676,5/28/2024 16:13,4.3501774,0,20676
VIN0020677,5/28/2024 16:18,4.8081036,0,20677
VIN0020678,5/28/2024 16:23,4.6868552,0,20678
VIN0020679,5/28/2024 16:28,3.557305,0,20679
VIN0020680,5/28/2024 16:34,4.0696853,0,20680
VIN0020681,5/28/2024 16:39,4.3806201,0,20681
VIN0020682,5/28/2024 16:43,3.4250509,0,20682
VIN0020683,5/28/2024 16:49,4.455921,0,20683
VIN0020684,5/28/2024 16:54,4.4330627,0,20684
VIN0020685,5/28/2024 16:59,3.2892846,0,20685
VIN0020686,5/28/2024 17:04,3.9432073,0,20686
VIN0020687,5/28/2024 17:09,4.3953141,0,20687
VIN0020688,5/28/2024 17:14,3.2352593,0,20688
VIN0020689,5/28/2024 17:19,3.5913231,0,20689
VIN0020690,5/28/2024 17:24,4.1300154,0,20690
VIN0020691,5/28/2024 17:30,4.4992286,0,20691
VIN0020692,5/28/2024 17:34,3.7879527,0,20692
VIN0020693,5/28/2024 17:40,4.4879158,0,20693
VIN0020695,5/28/2024 17:49,3.5368722,0,20694
VIN0020696,5/28/2024 17:55,3.956008,0,20695
VIN0020697,5/28/2024 18:00,4.7143725,0,20696
VIN0020698,5/28/2024 18:04,3.7615736,0,20697
VIN0020694,5/28/2024 18:10,4.3834877,25.8302412,20698
VIN0020699,5/28/2024 18:11,4.4658993,0,20699
VIN0020700,5/28/2024 18:15,4.2570391,0,20700
VIN0020701,5/28/2024 18:19,4.3417521,0,20701
VIN0020702,5/28/2024 18:25,4.592558,0,20702
VIN0020703,5/28/2024 18:30,4.7949854,0,20703
VIN0020704,5/28/2024 18:35,3.594912,0,20704
VIN0020705,5/28/2024 18:40,3.6835658,0,20705
VIN0020706,5/28/2024 18:45,3.5195672,0,20706
VIN0020707,5/28/2024 18:50,4.4685271,0,20707
VIN0020708,5/28/2024 18:55,3.4360146,0,20708
VIN0020709,5/28/2024 19:01,3.936652,0,20709
VIN0020710,5/28/2024 19:06,4.6536008,0,20710
VIN0020711,5/28/2024 19:10,4.0214504,0,20711
VIN0020712,5/28/2024 19:15,3.8493905,0,20712
VIN0020713,5/28/2024 19:21,3.9833937,0,20713
VIN0020714,5/28/2024 19:26,4.1812369,0,20714
VIN0020715,5/28/2024 19:31,4.6351634,0,20715
VIN0020716,5/28/2024 19:35,4.5942299,0,20716
VIN0020717,5/28/2024 19:41,4.2588592,0,20717
VIN0020718,5/28/2024 19:45,2.8486155,0,20718
VIN0020719,5/28/2024 19:51,4.1996334,0,20719
VIN0020720,5/28/2024 19:56,4.5069654,0,20720
VIN0020721,5/28/2024 20:01,3.8121966,0,20721
VIN0020722,5/28/2024 20:06,3.6800232,0,20722
VIN0020723,5/28/2024 20:11,4.2037699,0,20723
VIN0020724,5/29/2024 6:03,4.348738,0,20724
VIN0020726,5/29/2024 6:13,3.6487098,0,20725
VIN0020725,5/29/2024 6:16,4.3836826,7.8498028,20726
VIN0020727,5/29/2024 6:17,2.8778098,0,20727
VIN0020728,5/29/2024 6:22,3.1098218,0,20728
VIN0020730,5/29/2024 6:30,3.6279825,0,20729
VIN0020731,5/29/2024 6:35,4.7043276,0,20730
VIN0020732,5/29/2024 6:39,3.4498581,0,20731
VIN0020733,5/29/2024 6:44,4.3686417,0,20732
VIN0020729,5/29/2024 6:47,4.2022695,20.9286734,20733
VIN0020734,5/29/2024 6:48,3.9418378,0,20734
VIN0020735,5/29/2024 6:52,4.0273725,0,20735
VIN0020736,5/29/2024 6:56,3.1435985,0,20736
VIN0020737,5/29/2024 7:01,4.2894615,0,20737
VIN0020738,5/29/2024 7:05,4.5972678,0,20738
VIN0020739,5/29/2024 7:09,4.0036567,0,20739
VIN0020741,5/29/2024 7:18,4.0096276,0,20740
VIN0020742,5/29/2024 7:23,4.328103,0,20741
VIN0020743,5/29/2024 7:27,5.1007475,0,20742
VIN0020744,5/29/2024 7:31,4.1304116,0,20743
VIN0020745,5/29/2024 7:35,4.1773086,0,20744
VIN0020746,5/29/2024 7:40,3.6223667,0,20745
VIN0020747,5/29/2024 7:44,4.3291856,0,20746
VIN0020748,5/29/2024 7:49,4.4767069,0,20747
VIN0020749,5/29/2024 7:53,4.54456,0,20748
VIN0020750,5/29/2024 7:57,4.535701,0,20749
VIN0020740,5/29/2024 8:00,4.4546479,46.2471284,20750
VIN0020751,5/29/2024 8:02,3.6317162,0,20751
VIN0020752,5/29/2024 8:07,3.8056411,0,20752
VIN0020753,5/29/2024 8:11,3.9303471,0,20753
VIN0020754,5/29/2024 8:15,4.9445273,0,20754
VIN0020755,5/29/2024 8:20,4.3201495,0,20755
VIN0020756,5/29/2024 8:24,4.2636794,0,20756
VIN0020757,5/29/2024 8:29,3.6565015,0,20757
VIN0020758,5/29/2024 8:33,4.1238905,0,20758
VIN0020759,5/29/2024 8:37,4.7918605,0,20759
VIN0020760,5/29/2024 8:41,3.6075612,0,20760
VIN0020761,5/29/2024 8:46,3.5235264,0,20761
VIN0020762,5/29/2024 8:51,4.535277,0,20762
VIN0020763,5/29/2024 8:55,4.4061797,0,20763
VIN0020764,5/29/2024 8:59,4.6738827,0,20764
VIN0020765,5/29/2024 9:04,4.2035608,0,20765
VIN0020766,5/29/2024 9:08,4.1599796,0,20766
VIN0020768,5/29/2024 9:16,4.0471634,0,20767
VIN0020769,5/29/2024 9:21,5.0665112,0,20768
VIN0020767,5/29/2024 9:24,3.6914799,12.1088242,20769
VIN0020770,5/29/2024 9:25,3.067564,0,20770
VIN0020771,5/29/2024 9:30,5.0651089,0,20771
VIN0020772,5/29/2024 9:34,3.5000497,0,20772
VIN0020773,5/29/2024 9:38,3.7228531,0,20773
VIN0020774,5/29/2024 9:43,4.4310956,0,20774
VIN0020775,5/29/2024 9:47,2.9561129,0,20775
VIN0020776,5/29/2024 9:51,3.8522814,0,20776
VIN0020777,5/29/2024 9:56,3.9009563,0,20777
VIN0020778,5/29/2024 10:00,4.7702702,0,20778
VIN0020779,5/29/2024 10:05,4.2923517,0,20779
VIN0020780,5/29/2024 10:09,3.5078865,0,20780
VIN0020781,5/29/2024 10:13,3.3378858,0,20781
VIN0020782,5/29/2024 10:18,4.3048268,0,20782
VIN0020783,5/29/2024 10:22,4.6202221,0,20783
VIN0020784,5/29/2024 10:27,4.0870654,0,20784
VIN0020785,5/29/2024 10:31,4.0491559,0,20785
VIN0020786,5/29/2024 10:35,4.5502336,0,20786
VIN0020787,5/29/2024 10:40,4.6993736,0,20787
VIN0020788,5/29/2024 10:44,4.2745173,0,20788
VIN0020789,5/29/2024 10:49,3.3211532,0,20789
VIN0020790,5/29/2024 10:53,3.7450337,0,20790
VIN0020791,5/29/2024 10:57,3.8741783,0,20791
VIN0020792,5/29/2024 11:01,2.9274165,0,20792
VIN0020793,5/29/2024 11:06,4.0625191,0,20793
VIN0020794,5/29/2024 11:10,3.6960603,0,20794
VIN0020795,5/29/2024 11:14,3.9076253,0,20795
VIN0020796,5/29/2024 11:18,4.1942545,0,20796
VIN0020797,5/29/2024 11:24,3.0885626,0,20797
VIN0020798,5/29/2024 11:28,3.5392349,0,20798
VIN0020799,5/29/2024 11:32,4.215009,0,20799
VIN0020800,5/29/2024 11:36,3.5471499,0,20800
VIN0020802,5/29/2024 11:45,3.5637479,0,20801
VIN0020803,5/29/2024 11:50,3.7082169,0,20802
VIN0020804,5/29/2024 11:54,3.7437932,0,20803
VIN0020805,5/29/2024 11:58,4.6785713,0,20804
VIN0020806,5/29/2024 12:02,4.1635449,0,20805
VIN0020807,5/29/2024 12:12,4.2636901,5.0521527,20806
VIN0020808,5/29/2024 12:13,4.063189,0,20807
VIN0020801,5/29/2024 12:15,4.5941004,33.9368593,20808
VIN0020809,5/29/2024 12:16,4.2377435,0,20809
VIN0020810,5/29/2024 12:21,4.7184921,0,20810
VIN0020811,5/29/2024 12:24,3.3899686,0,20811
VIN0020812,5/29/2024 12:29,5.2777395,0,20812
VIN0020813,5/29/2024 12:33,4.3486289,0,20813
VIN0020814,5/29/2024 12:38,4.0121503,0,20814
VIN0020816,5/29/2024 12:46,3.6001448,0,20815
VIN0020815,5/29/2024 12:53,4.930225,10.3669682,20816
VIN0020818,5/29/2024 12:55,4.5125592,0,20817
VIN0020819,5/29/2024 12:59,4.3002423,0,20818
VIN0020820,5/29/2024 13:04,3.6642937,0,20819
VIN0020821,5/29/2024 13:08,4.7339227,0,20820
VIN0020822,5/29/2024 13:13,3.7764536,0,20821
VIN0020823,5/29/2024 13:17,4.6771289,0,20822
VIN0020824,5/29/2024 13:21,4.3413591,0,20823
VIN0020825,5/29/2024 13:26,4.1154371,0,20824
VIN0020826,5/29/2024 13:30,3.5633192,0,20825
VIN0020828,5/29/2024 13:39,3.9606784,0,20826
VIN0020827,5/29/2024 13:40,4.4458418,5.1067081,20827
VIN0020817,5/29/2024 13:44,4.4315034,52.7258225,20828
VIN0020829,5/29/2024 13:45,5.550642,0,20829
VIN0020830,5/29/2024 13:48,3.7744228,0,20830
VIN0020831,5/29/2024 13:52,4.7369438,0,20831
VIN0020832,5/29/2024 13:56,3.1247104,0,20832
VIN0020833,5/29/2024 14:01,4.3450015,0,20833
VIN0020834,5/29/2024 14:05,5.105144,0,20834
VIN0020835,5/29/2024 14:10,3.8279598,0,20835
VIN0020836,5/29/2024 14:14,4.52265,0,20836
VIN0020837,5/29/2024 14:18,3.8512432,0,20837
VIN0020838,5/29/2024 14:23,3.5050185,0,20838
VIN0020839,5/29/2024 14:27,4.6716399,0,20839
VIN0020840,5/29/2024 14:32,4.0354216,0,20840
VIN0020841,5/29/2024 14:36,4.2502828,0,20841
VIN0020842,5/29/2024 14:40,3.5632945,0,20842
VIN0020843,5/29/2024 14:45,5.0629829,0,20843
VIN0020844,5/29/2024 14:50,4.6116554,0,20844
VIN0020845,5/29/2024 14:54,4.3062827,0,20845
VIN0020846,5/29/2024 14:59,4.0881011,0,20846
VIN0020847,5/29/2024 15:03,4.3999389,0,20847
VIN0020848,5/29/2024 15:07,4.3792505,0,20848
VIN0020849,5/29/2024 15:12,4.3556407,0,20849
VIN0020850,5/29/2024 15:15,3.7243406,0,20850
VIN0020851,5/29/2024 15:20,4.1344737,0,20851
VIN0020852,5/29/2024 15:24,4.2370268,0,20852
VIN0020853,5/29/2024 15:29,4.330252,0,20853
VIN0020854,5/29/2024 15:33,4.3805994,0,20854
VIN0020855,5/29/2024 15:38,4.6055783,0,20855
VIN0020856,5/29/2024 15:42,3.5864464,0,20856
VIN0020857,5/29/2024 15:46,3.2844644,0,20857
VIN0020858,5/29/2024 15:51,4.1577834,0,20858
VIN0020859,5/29/2024 15:55,3.6411199,0,20859
VIN0020860,5/29/2024 16:00,4.0250365,0,20860
VIN0020861,5/29/2024 16:04,4.1405823,0,20861
VIN0020862,5/29/2024 16:09,4.4812841,0,20862
VIN0020863,5/29/2024 16:13,4.5867931,0,20863
VIN0020864,5/29/2024 16:17,4.5095217,0,20864
VIN0020865,5/29/2024 16:21,4.1085555,0,20865
VIN0020866,5/29/2024 16:26,3.7500547,0,20866
VIN0020867,5/29/2024 16:30,4.391642,0,20867
VIN0020868,5/29/2024 16:34,4.5558142,0,20868
VIN0020869,5/29/2024 16:39,3.6874389,0,20869
VIN0020870,5/29/2024 16:43,3.8565955,0,20870
VIN0020871,5/29/2024 16:48,4.8436733,0,20871
VIN0020872,5/29/2024 16:53,4.4937555,0,20872
VIN0020873,5/29/2024 16:57,4.0588175,0,20873
VIN0020874,5/29/2024 17:01,4.213064,0,20874
VIN0020875,5/29/2024 17:05,4.5765203,0,20875
VIN0020876,5/29/2024 17:09,4.1735773,0,20876
VIN0020878,5/29/2024 17:19,4.0842262,0,20877
VIN0020879,5/29/2024 17:23,4.0366127,0,20878
VIN0020880,5/29/2024 17:28,4.6375764,0,20879
VIN0020882,5/29/2024 17:36,4.5897674,0,20880
VIN0020884,5/29/2024 17:45,4.0259521,0,20881
VIN0020885,5/29/2024 17:49,3.841925,0,20882
VIN0020883,5/29/2024 17:53,2.9327747,12.2939938,20883
VIN0020877,5/29/2024 17:54,3.9702084,39.1036866,20884
VIN0020886,5/29/2024 17:55,3.7008556,0,20885
VIN0020887,5/29/2024 17:58,4.3617943,0,20886
VIN0020888,5/29/2024 18:03,3.7358386,0,20887
VIN0020889,5/29/2024 18:07,4.1271916,0,20888
VIN0020881,5/29/2024 18:12,3.7270041,40.3662331,20889
VIN0020892,5/29/2024 18:20,4.5942859,0,20890
VIN0020893,5/29/2024 18:24,2.964222,0,20891
VIN0020894,5/29/2024 18:29,3.2638316,0,20892
VIN0020891,5/29/2024 18:32,4.7401884,16.2234659,20893
VIN0020890,5/29/2024 18:35,4.5183906,22.5550992,20894
VIN0020895,5/30/2024 6:05,4.1961019,0,20895
VIN0020896,5/30/2024 6:10,4.191626,0,20896
VIN0020897,5/30/2024 6:15,4.6234848,0,20897
VIN0020898,5/30/2024 6:20,4.5047387,0,20898
VIN0020899,5/30/2024 6:26,4.3408386,0,20899
VIN0020900,5/30/2024 6:31,4.2902042,0,20900
VIN0020901,5/30/2024 6:36,4.6232954,0,20901
VIN0020902,5/30/2024 6:42,3.7778166,0,20902
VIN0020903,5/30/2024 6:47,3.7457542,0,20903
VIN0020904,5/30/2024 6:52,4.8999372,0,20904
VIN0020905,5/30/2024 6:57,4.9939245,0,20905
VIN0020906,5/30/2024 7:02,4.2874479,0,20906
VIN0020907,5/30/2024 7:08,4.590572,0,20907
VIN0020908,5/30/2024 7:13,3.7038862,0,20908
VIN0020909,5/30/2024 7:18,4.1129915,0,20909
VIN0020910,5/30/2024 7:23,4.6105841,0,20910
VIN0020911,5/30/2024 7:29,4.2256801,0,20911
VIN0020912,5/30/2024 7:34,4.3157921,0,20912
VIN0020913,5/30/2024 7:40,3.9100048,0,20913
VIN0020914,5/30/2024 7:44,4.0931174,0,20914
VIN0020915,5/30/2024 7:50,3.9388493,0,20915
VIN0020916,5/30/2024 7:55,4.5411363,0,20916
VIN0020917,5/30/2024 8:00,3.9828408,0,20917
VIN0020918,5/30/2024 8:06,3.7080564,0,20918
