VIN,paint_start_time,paint_end_time,paint_proc_min,paint_changeover_min,paint_quality_hold_min,actual_paint_sequence
VIN0020856,2024-05-29 17:02:00,2024-05-29 17:08:00,1.4419202,4.0474295,0.0,20856
VIN0020857,2024-05-29 17:08:00,2024-05-29 17:15:00,1.4888354,5.3390125,0.0,20857
VIN0020858,2024-05-29 17:15:00,2024-05-29 17:20:00,1.5991768,3.6506487,0.0,20858
VIN0020859,2024-05-29 17:20:00,2024-05-29 17:22:00,1.6779128,0.0,0.0,20859
VIN0020860,2024-05-29 17:22:00,2024-05-29 17:27:00,1.6592912,3.933792,0.0,20860
VIN0020861,2024-05-29 17:27:00,2024-05-29 17:32:00,1.2380868,3.6284233,0.0,20861
VIN0020862,2024-05-29 17:32:00,2024-05-29 17:38:00,1.4093406,4.7829787,0.0,20862
VIN0020863,2024-05-29 17:38:00,2024-05-29 17:43:00,1.4198321,3.5584204,0.0,20863
VIN0020864,2024-05-29 17:43:00,2024-05-29 17:48:00,1.6351943,3.2942262,0.0,20864
VIN0020865,2024-05-29 17:48:00,2024-05-29 17:53:00,1.0009953,3.6052085,0.0,20865
VIN0020866,2024-05-29 17:53:00,2024-05-29 18:00:00,1.4899618,5.9016694,0.0,20866
VIN0020867,2024-05-29 18:00:00,2024-05-29 18:07:00,1.0016187,5.3093379,0.0,20867
VIN0020868,2024-05-29 18:07:00,2024-05-29 18:12:00,1.2393595,4.2171785,0.0,20868
VIN0020869,2024-05-29 18:12:00,2024-05-29 18:18:00,1.4158911,4.162052,0.0,20869
VIN0020870,2024-05-29 18:18:00,2024-05-29 18:23:00,1.4023243,4.2023969,0.0,20870
VIN0020871,2024-05-29 18:23:00,2024-05-29 18:27:00,1.4267589,2.6747936,0.0,20871
VIN0020872,2024-05-29 18:27:00,2024-05-29 18:33:00,1.7298441,3.5277597,0.0,20872
VIN0020873,2024-05-29 18:33:00,2024-05-29 18:37:00,1.1651454,3.586469,0.0,20873
VIN0020874,2024-05-29 18:37:00,2024-05-29 18:43:00,1.2510191,4.2841557,0.0,20874
VIN0020875,2024-05-29 18:43:00,2024-05-29 18:47:00,1.6459029,3.0106151,0.0,20875
VIN0020876,2024-05-29 18:47:00,2024-05-29 18:54:00,1.386555,4.7249337,0.0,20876
VIN0020878,2024-05-29 18:54:00,2024-05-29 18:59:00,1.3350835,4.3170484,0.0,20877
VIN0020879,2024-05-29 18:59:00,2024-05-29 19:03:00,1.4725962,2.7085982,0.0,20878
VIN0020880,2024-05-29 19:03:00,2024-05-29 19:09:00,1.4677738,4.0530916,0.0,20879
VIN0020882,2024-05-29 19:09:00,2024-05-29 19:14:00,1.283312,3.9548239,0.0,20880
VIN0020884,2024-05-29 19:14:00,2024-05-29 19:20:00,1.6806328,3.9969236,0.0,20881
VIN0020885,2024-05-29 19:20:00,2024-05-29 19:24:00,1.0874276,3.0334619,0.0,20882
VIN0020883,2024-05-29 19:24:00,2024-05-29 19:30:00,1.4510388,4.2172318,0.0,20883
VIN0020877,2024-05-29 19:30:00,2024-05-29 19:36:00,1.4834316,4.4379993,0.0,20884
VIN0020886,2024-05-29 19:36:00,2024-05-29 19:40:00,1.2903901,3.5001919,0.0,20885
VIN0020887,2024-05-29 19:40:00,2024-05-29 19:47:00,1.5855857,5.244621,0.0,20886
VIN0020888,2024-05-29 19:47:00,2024-05-29 19:53:00,1.2090496,4.4439544,0.0,20887
VIN0020889,2024-05-29 19:53:00,2024-05-29 19:59:00,1.4948047,4.6586093,0.0,20888
VIN0020881,2024-05-29 19:59:00,2024-05-29 20:04:00,1.1516574,3.9124359,0.0,20889
VIN0020892,2024-05-29 20:04:00,2024-05-29 20:10:00,1.1273537,4.8578936,0.0,20890
VIN0020893,2024-05-29 20:10:00,2024-05-29 20:16:00,1.314238,5.1058099,0.0,20891
VIN0020894,2024-05-29 20:16:00,2024-05-29 20:22:00,1.6619602,4.012472,0.0,20892
VIN0020891,2024-05-29 20:22:00,2024-05-29 20:28:00,1.3706431,4.9459429,0.0,20893
VIN0020890,2024-05-29 20:28:00,2024-05-29 20:34:00,1.1775601,3.9062421,0.0,20894
VIN0020895,2024-05-30 06:30:00,2024-05-30 06:34:00,1.4458936,3.0110712,0.0,20895
VIN0020896,2024-05-30 06:37:00,2024-05-30 06:43:00,1.703634,4.2718444,0.0,20896
VIN0020897,2024-05-30 06:43:00,2024-05-30 06:48:00,1.4509045,3.427122,0.0,20897
VIN0020898,2024-05-30 06:50:00,2024-05-30 06:55:00,1.7731292,3.1243881,0.0,20898
VIN0020899,2024-05-30 06:56:00,2024-05-30 07:03:00,1.2046362,5.1077881,0.0,20899
VIN0020900,2024-05-30 07:03:00,2024-05-30 07:08:00,1.4992122,3.7166095,0.0,20900
VIN0020901,2024-05-30 07:08:00,2024-05-30 07:15:00,1.478363,5.2254781,0.0,20901
VIN0020902,2024-05-30 07:15:00,2024-05-30 07:21:00,1.3710342,4.74036,0.0,20902
VIN0020903,2024-05-30 07:21:00,2024-05-30 07:26:00,1.4997192,3.9809383,0.0,20903
VIN0020904,2024-05-30 07:26:00,2024-05-30 07:32:00,1.7271805,4.1516359,0.0,20904
VIN0020905,2024-05-30 07:32:00,2024-05-30 07:33:00,1.194808,0.0,0.0,20905
VIN0020906,2024-05-30 07:33:00,2024-05-30 07:39:00,1.5384304,4.5994387,0.0,20906
VIN0020907,2024-05-30 07:39:00,2024-05-30 07:41:00,1.961277,0.0,0.0,20907
VIN0020908,2024-05-30 07:42:00,2024-05-30 07:48:00,1.7858335,4.3848198,0.0,20908
VIN0020909,2024-05-30 07:48:00,2024-05-30 07:55:00,1.4735818,5.7126923,0.0,20909
VIN0020910,2024-05-30 07:55:00,2024-05-30 08:01:00,1.811727,3.7515944,0.0,20910
VIN0020911,2024-05-30 08:03:00,2024-05-30 08:10:00,1.5231522,5.0901364,0.0,20911
VIN0020912,2024-05-30 08:10:00,2024-05-30 08:15:00,1.4872113,4.0355518,0.0,20912
VIN0020913,2024-05-30 08:15:00,2024-05-30 08:20:00,1.2098582,3.90289,0.0,20913
VIN0020914,2024-05-30 08:20:00,2024-05-30 08:28:00,1.4482404,5.7637362,0.0,20914
VIN0020915,2024-05-30 08:28:00,2024-05-30 08:35:00,1.398526,5.6686329,0.0,20915
VIN0020916,2024-05-30 08:35:00,2024-05-30 08:41:00,1.4375793,4.8856634,0.0,20916
VIN0020917,2024-05-30 08:41:00,2024-05-30 08:46:00,1.2583202,3.7260661,0.0,20917
VIN0020918,2024-05-30 08:46:00,2024-05-30 08:52:00,1.3861368,4.2515975,0.0,20918
VIN0020919,2024-05-30 08:52:00,2024-05-30 08:55:00,1.2355898,2.372578,0.0,20919
VIN0020920,2024-05-30 08:55:00,2024-05-30 09:00:00,1.4247614,3.0262478,0.0,20920
VIN0020921,2024-05-30 09:00:00,2024-05-30 09:05:00,1.0670879,4.3241196,0.0,20921
VIN0020922,2024-05-30 09:05:00,2024-05-30 09:09:00,1.4261136,2.5324141,0.0,20922
VIN0020923,2024-05-30 09:09:00,2024-05-30 09:14:00,1.383779,3.2184515,0.0,20923
VIN0020924,2024-05-30 09:14:00,2024-05-30 09:18:00,1.3770496,2.7283151,0.0,20924
VIN0020925,2024-05-30 09:18:00,2024-05-30 09:23:00,1.3413214,3.8761951,0.0,20925
VIN0020926,2024-05-30 09:23:00,2024-05-30 09:25:00,1.7754403,0.0,0.0,20926
VIN0020927,2024-05-30 09:25:00,2024-05-30 09:32:00,0.966679,5.8921138,0.0,20927
VIN0020928,2024-05-30 09:32:00,2024-05-30 09:38:00,1.6263774,4.9891862,0.0,20928
VIN0020930,2024-05-30 09:38:00,2024-05-30 09:40:00,1.4502336,0.0,0.0,20929
VIN0020931,2024-05-30 09:40:00,2024-05-30 09:44:00,1.4986061,2.5379036,0.0,20930
VIN0020929,2024-05-30 09:47:00,2024-05-30 09:52:00,1.5729735,3.5356466,0.0,20931
VIN0020932,2024-05-30 09:52:00,2024-05-30 09:58:00,1.6654984,3.4828894,0.0,20932
VIN0020933,2024-05-30 09:58:00,2024-05-30 10:03:00,1.1784344,4.7182997,0.0,20933
VIN0020934,2024-05-30 10:03:00,2024-05-30 10:10:00,1.022259,5.3618952,0.0,20934
VIN0020935,2024-05-30 10:10:00,2024-05-30 10:14:00,1.5072227,3.1511393,0.0,20935
VIN0020936,2024-05-30 10:14:00,2024-05-30 10:21:00,1.7966849,4.5774407,0.0,20936
VIN0020937,2024-05-30 10:21:00,2024-05-30 10:27:00,1.5712535,4.2886762,0.0,20937
VIN0020938,2024-05-30 10:27:00,2024-05-30 10:28:00,1.1972736,0.0,0.0,20938
VIN0020940,2024-05-30 10:30:00,2024-05-30 10:35:00,1.6875583,4.1718088,0.0,20939
VIN0020941,2024-05-30 10:35:00,2024-05-30 10:36:00,1.0811881,0.0,0.0,20940
VIN0020942,2024-05-30 10:36:00,2024-05-30 10:43:00,1.5370912,4.6079056,0.0,20941
VIN0020939,2024-05-30 10:43:00,2024-05-30 10:49:00,1.0770073,5.538826,0.0,20942
VIN0020943,2024-05-30 10:49:00,2024-05-30 10:55:00,1.3642968,4.2104336,0.0,20943
VIN0020944,2024-05-30 10:55:00,2024-05-30 11:02:00,1.625066,5.427454,0.0,20944
VIN0020945,2024-05-30 11:02:00,2024-05-30 11:07:00,1.6003484,3.763071,0.0,20945
VIN0020946,2024-05-30 11:07:00,2024-05-30 11:14:00,1.5001525,4.8929924,0.0,20946
VIN0020947,2024-05-30 11:14:00,2024-05-30 11:20:00,1.6027198,4.3198349,0.0,20947
VIN0020948,2024-05-30 11:20:00,2024-05-30 11:25:00,1.44047,4.2222283,0.0,20948
VIN0020949,2024-05-30 11:25:00,2024-05-30 11:32:00,1.4008574,5.4420473,0.0,20949
VIN0020950,2024-05-30 11:32:00,2024-05-30 11:37:00,1.6500327,3.4718805,0.0,20950
VIN0020951,2024-05-30 11:37:00,2024-05-30 11:42:00,1.0497948,4.0581131,0.0,20951
VIN0020952,2024-05-30 11:42:00,2024-05-30 11:48:00,1.3054111,4.0453606,0.0,20952
VIN0020953,2024-05-30 11:48:00,2024-05-30 11:52:00,1.5380233,3.1176872,0.0,20953
VIN0020954,2024-05-30 11:52:00,2024-05-30 11:58:00,0.9288672,4.7815424,0.0,20954
VIN0020955,2024-05-30 11:58:00,2024-05-30 11:59:00,1.2579214,0.0,0.0,20955
VIN0020956,2024-05-30 11:59:00,2024-05-30 12:06:00,1.7154035,4.7768959,0.0,20956
VIN0020957,2024-05-30 12:06:00,2024-05-30 12:11:00,1.3273837,4.4340368,0.0,20957
VIN0020958,2024-05-30 12:11:00,2024-05-30 12:18:00,1.5525625,4.7546147,0.0,20958
VIN0020959,2024-05-30 12:18:00,2024-05-30 12:21:00,1.6316791,1.8734689,0.0,20959
VIN0020960,2024-05-30 12:21:00,2024-05-30 12:23:00,1.3242346,0.0,0.0,20960
VIN0020961,2024-05-30 12:23:00,2024-05-30 12:28:00,1.4943934,4.045555,0.0,20961
VIN0020962,2024-05-30 12:28:00,2024-05-30 12:35:00,1.4570633,4.9920531,0.0,20962
VIN0020963,2024-05-30 12:35:00,2024-05-30 12:39:00,1.260094,2.4880814,0.0,20963
VIN0020964,2024-05-30 12:39:00,2024-05-30 12:40:00,1.4407163,0.0,0.0,20964
VIN0020965,2024-05-30 12:40:00,2024-05-30 12:47:00,1.6842308,5.5100293,0.0,20965
VIN0020966,2024-05-30 12:47:00,2024-05-30 12:53:00,1.577974,4.4128006,0.0,20966
VIN0020967,2024-05-30 12:53:00,2024-05-30 12:59:00,1.1995157,4.2610747,0.0,20967
VIN0020968,2024-05-30 12:59:00,2024-05-30 13:05:00,1.5358835,4.4098662,0.0,20968
VIN0020969,2024-05-30 13:05:00,2024-05-30 13:14:00,1.0328618,2.7862627,5.9406465,20969
VIN0020970,2024-05-30 13:14:00,2024-05-30 13:16:00,1.531612,0.0,0.0,20970
VIN0020971,2024-05-30 13:16:00,2024-05-30 13:20:00,1.2144695,3.0862071,0.0,20971
VIN0020972,2024-05-30 13:20:00,2024-05-30 13:26:00,1.4739435,4.5318086,0.0,20972
VIN0020973,2024-05-30 13:26:00,2024-05-30 13:32:00,1.288028,4.0918877,0.0,20973
VIN0020974,2024-05-30 13:32:00,2024-05-30 13:33:00,1.5871087,0.0,0.0,20974
VIN0020975,2024-05-30 13:33:00,2024-05-30 13:37:00,1.3733258,2.7999245,0.0,20975
VIN0020976,2024-05-30 13:38:00,2024-05-30 13:45:00,1.372305,6.0160216,0.0,20976
VIN0020978,2024-05-30 13:45:00,2024-05-30 13:52:00,1.4958108,5.4124345,0.0,20977
VIN0020979,2024-05-30 13:55:00,2024-05-30 13:59:00,1.6668439,2.2847975,0.0,20978
VIN0020980,2024-05-30 13:59:00,2024-05-30 14:04:00,1.5760366,3.4409326,0.0,20979
VIN0020981,2024-05-30 14:04:00,2024-05-30 14:08:00,1.2109296,3.4563558,0.0,20980
VIN0020982,2024-05-30 14:09:00,2024-05-30 14:15:00,1.6543514,4.0278593,0.0,20981
VIN0020983,2024-05-30 14:15:00,2024-05-30 14:21:00,1.6011678,4.8098873,0.0,20982
VIN0020984,2024-05-30 14:21:00,2024-05-30 14:26:00,1.114543,4.0740357,0.0,20983
VIN0020977,2024-05-30 14:26:00,2024-05-30 14:31:00,1.0399979,3.6158416,0.0,20984
VIN0020985,2024-05-30 14:31:00,2024-05-30 14:35:00,1.1229921,2.990182,0.0,20985
VIN0020986,2024-05-30 14:35:00,2024-05-30 14:40:00,1.4489954,3.6391587,0.0,20986
VIN0020987,2024-05-30 14:40:00,2024-05-30 14:41:00,1.3321563,0.0,0.0,20987
VIN0020988,2024-05-30 14:41:00,2024-05-30 14:47:00,1.4156068,4.3933705,0.0,20988
VIN0020989,2024-05-30 14:47:00,2024-05-30 14:52:00,1.4273366,3.6738293,0.0,20989
VIN0020990,2024-05-30 14:52:00,2024-05-30 14:57:00,1.3179066,3.6527265,0.0,20990
VIN0020991,2024-05-30 14:57:00,2024-05-30 15:01:00,1.2918631,2.8075262,0.0,20991
VIN0020992,2024-05-30 15:01:00,2024-05-30 15:06:00,1.1544068,3.7497513,0.0,20992
VIN0020993,2024-05-30 15:06:00,2024-05-30 15:12:00,1.5656759,4.3442628,0.0,20993
VIN0020994,2024-05-30 15:12:00,2024-05-30 15:13:00,1.2489056,0.0,0.0,20994
VIN0020995,2024-05-30 15:13:00,2024-05-30 15:17:00,0.9804171,2.4061047,0.0,20995
VIN0020996,2024-05-30 15:19:00,2024-05-30 15:25:00,1.4171722,4.6883235,0.0,20996
VIN0020997,2024-05-30 15:25:00,2024-05-30 15:27:00,1.6975478,0.0,0.0,20997
VIN0020998,2024-05-30 15:28:00,2024-05-30 15:33:00,0.9946555,3.8105477,0.0,20998
VIN0020999,2024-05-30 15:33:00,2024-05-30 15:39:00,1.6329503,4.5999944,0.0,20999
VIN0021000,2024-05-30 15:39:00,2024-05-30 15:40:00,1.4243369,0.0,0.0,21000
VIN0021001,2024-05-30 15:44:00,2024-05-30 15:50:00,1.1671139,4.9001661,0.0,21001
VIN0021002,2024-05-30 15:50:00,2024-05-30 15:56:00,1.2264653,4.2498239,0.0,21002
VIN0021003,2024-05-30 15:56:00,2024-05-30 15:57:00,1.3815163,0.0,0.0,21003
VIN0021004,2024-05-30 15:57:00,2024-05-30 16:02:00,1.5396913,3.163222,0.0,21004
VIN0021005,2024-05-30 16:12:00,2024-05-30 16:19:00,1.7004933,5.1704301,0.0,21005
VIN0021006,2024-05-30 16:19:00,2024-05-30 16:24:00,1.3345771,3.1762168,0.0,21006
VIN0021007,2024-05-30 16:24:00,2024-05-30 16:25:00,1.4627455,0.0,0.0,21007
VIN0021008,2024-05-30 16:27:00,2024-05-30 16:33:00,1.3331876,4.8194229,0.0,21008
VIN0021009,2024-05-30 16:33:00,2024-05-30 16:39:00,1.5321023,4.1823871,0.0,21009
VIN0021010,2024-05-30 16:39:00,2024-05-30 16:45:00,1.0784521,4.5665908,0.0,21010
VIN0021011,2024-05-30 16:45:00,2024-05-30 16:49:00,1.5136321,3.0167733,0.0,21011
VIN0021012,2024-05-30 16:49:00,2024-05-30 16:50:00,1.4302249,0.0,0.0,21012
VIN0021013,2024-05-30 16:53:00,2024-05-30 16:58:00,1.1957141,3.3823365,0.0,21013
VIN0021014,2024-05-30 16:58:00,2024-05-30 17:02:00,1.3898214,3.0190434,0.0,21014
VIN0021015,2024-05-30 17:02:00,2024-05-30 17:10:00,1.5787858,5.5626033,0.0,21015
VIN0021016,2024-05-30 17:10:00,2024-05-30 17:11:00,0.9426223,0.0,0.0,21016
VIN0021017,2024-05-30 17:11:00,2024-05-30 17:15:00,1.3942669,2.8727502,0.0,21017
VIN0021018,2024-05-30 17:15:00,2024-05-30 17:22:00,1.7013435,4.5050379,0.0,21018
VIN0021019,2024-05-30 17:22:00,2024-05-30 17:27:00,1.2329633,4.0644381,0.0,21019
VIN0021020,2024-05-30 17:28:00,2024-05-30 17:33:00,1.6619859,3.0814623,0.0,21020
VIN0021022,2024-05-30 17:33:00,2024-05-30 17:39:00,1.4478486,4.6839317,0.0,21021
VIN0021021,2024-05-30 17:49:00,2024-05-30 17:54:00,1.3721675,3.9466443,0.0,21022
VIN0021023,2024-05-30 17:54:00,2024-05-30 17:55:00,1.2455725,0.0,0.0,21023
VIN0021024,2024-05-30 17:55:00,2024-05-30 18:02:00,1.6302867,4.84258,0.0,21024
VIN0021025,2024-05-30 18:02:00,2024-05-30 18:09:00,1.6884088,5.4262635,0.0,21025
VIN0021026,2024-05-30 18:09:00,2024-05-30 18:15:00,1.5085967,4.6323691,0.0,21026
VIN0021027,2024-05-30 18:15:00,2024-05-30 18:20:00,1.8353655,3.6322753,0.0,21027
VIN0021028,2024-05-30 18:20:00,2024-05-30 18:26:00,1.6413482,4.1251521,0.0,21028
VIN0021029,2024-05-30 18:26:00,2024-05-30 18:31:00,1.1627316,4.0336964,0.0,21029
VIN0021030,2024-05-30 18:31:00,2024-05-30 18:37:00,1.3408683,4.2133645,0.0,21030
VIN0021031,2024-05-30 18:37:00,2024-05-30 18:38:00,1.489693,0.0,0.0,21031
VIN0021032,2024-05-30 18:38:00,2024-05-30 18:44:00,1.0122098,4.7908404,0.0,21032
VIN0021034,2024-05-30 18:44:00,2024-05-30 18:48:00,1.5022318,2.7539533,0.0,21033
VIN0021035,2024-05-30 18:48:00,2024-05-30 18:54:00,1.236048,4.0914882,0.0,21034
VIN0021036,2024-05-30 18:54:00,2024-05-30 18:55:00,1.255266,0.0,0.0,21035
VIN0021033,2024-05-30 18:55:00,2024-05-30 19:00:00,1.4597073,3.0652519,0.0,21036
VIN0021037,2024-05-30 19:00:00,2024-05-30 19:05:00,1.4333692,4.3279133,0.0,21037
VIN0021038,2024-05-30 19:05:00,2024-05-30 19:10:00,1.4440596,3.4322162,0.0,21038
VIN0021039,2024-05-30 19:10:00,2024-05-30 19:16:00,1.6266486,4.2418174,0.0,21039
VIN0021040,2024-05-30 19:16:00,2024-05-30 19:22:00,1.2658263,4.8208584,0.0,21040
VIN0021041,2024-05-30 19:22:00,2024-05-30 19:28:00,1.2556866,4.3547866,0.0,21041
VIN0021042,2024-05-30 19:28:00,2024-05-30 19:29:00,1.460428,0.0,0.0,21042
VIN0021043,2024-05-30 19:32:00,2024-05-30 19:37:00,1.6187067,4.0801688,0.0,21043
VIN0021044,2024-05-30 19:37:00,2024-05-30 19:43:00,1.2611109,4.090231,0.0,21044
VIN0021046,2024-05-30 19:43:00,2024-05-30 19:48:00,1.7041971,3.7227893,0.0,21045
VIN0021047,2024-05-30 19:50:00,2024-05-30 19:56:00,1.320375,4.3851986,0.0,21046
VIN0021048,2024-05-30 19:56:00,2024-05-30 20:02:00,1.3253717,4.4866498,0.0,21047
VIN0021045,2024-05-30 20:02:00,2024-05-30 20:07:00,1.2005216,4.3790458,0.0,21048
VIN0021050,2024-05-30 20:07:00,2024-05-30 20:14:00,1.9033869,4.9527626,0.0,21049
VIN0021051,2024-05-30 20:16:00,2024-05-30 20:22:00,1.1842494,4.6828018,0.0,21050
VIN0021053,2024-05-30 20:22:00,2024-05-30 20:26:00,1.5412574,2.6876403,0.0,21051
VIN0021052,2024-05-30 20:26:00,2024-05-30 20:33:00,1.6165745,4.9239324,0.0,21052
VIN0021049,2024-05-30 20:33:00,2024-05-30 20:39:00,1.3630813,4.8974651,0.0,21053
VIN0021054,2024-05-30 20:39:00,2024-05-30 20:41:00,1.4884001,0.0,0.0,21054
VIN0021055,2024-05-30 20:41:00,2024-05-30 20:48:00,1.5770797,5.2165758,0.0,21055
VIN0021056,2024-05-30 20:48:00,2024-05-30 20:54:00,1.0751634,5.2184611,0.0,21056
VIN0021057,2024-05-30 20:54:00,2024-05-30 20:55:00,1.5375384,0.0,0.0,21057
VIN0021058,2024-05-30 20:55:00,2024-05-30 21:00:00,1.4271685,3.4678674,0.0,21058
VIN0021059,2024-05-30 21:00:00,2024-05-30 21:04:00,1.6660749,1.7586975,0.0,21059
VIN0021060,2024-05-30 21:04:00,2024-05-30 21:09:00,1.5071049,4.1683114,0.0,21060
VIN0021061,2024-05-30 21:09:00,2024-05-30 21:17:00,1.6036514,5.5355515,0.0,21061
VIN0021062,2024-05-30 21:17:00,2024-05-30 21:22:00,1.4765873,3.940322,0.0,21062
VIN0021063,2024-05-31 06:34:00,2024-05-31 06:38:00,1.3831643,3.309122,0.0,21063
VIN0021064,2024-05-31 06:38:00,2024-05-31 06:46:00,1.3640091,6.076394,0.0,21064
VIN0021065,2024-05-31 06:46:00,2024-05-31 06:53:00,1.4700332,5.2403784,0.0,21065
VIN0021066,2024-05-31 06:53:00,2024-05-31 06:57:00,1.4539552,3.3948934,0.0,21066
VIN0021067,2024-05-31 06:57:00,2024-05-31 07:03:00,1.2303027,4.2127514,0.0,21067
VIN0021068,2024-05-31 07:03:00,2024-05-31 07:08:00,1.4272846,4.1370263,0.0,21068
VIN0021069,2024-05-31 07:08:00,2024-05-31 07:14:00,1.7832119,3.9448049,0.0,21069
VIN0021070,2024-05-31 07:14:00,2024-05-31 07:20:00,1.5729509,4.0812483,0.0,21070
VIN0021071,2024-05-31 07:20:00,2024-05-31 07:25:00,1.5881994,3.595255,0.0,21071
VIN0021072,2024-05-31 07:25:00,2024-05-31 07:32:00,1.2214378,5.3859546,0.0,21072
VIN0021073,2024-05-31 07:32:00,2024-05-31 07:37:00,1.4110455,4.313821,0.0,21073
VIN0021074,2024-05-31 07:37:00,2024-05-31 07:39:00,1.5077344,0.0,0.0,21074
VIN0021075,2024-05-31 07:39:00,2024-05-31 07:45:00,1.734143,4.0849776,0.0,21075
VIN0021076,2024-05-31 07:45:00,2024-05-31 09:08:00,1.3870161,6.0849526,75.723655,21076
VIN0021077,2024-05-31 09:08:00,2024-05-31 09:13:00,1.243997,4.0494857,0.0,21077
VIN0021078,2024-05-31 09:13:00,2024-05-31 09:18:00,1.5880194,3.418079,0.0,21078
VIN0021079,2024-05-31 09:18:00,2024-05-31 09:20:00,1.7370856,0.0,0.0,21079
VIN0021080,2024-05-31 09:20:00,2024-05-31 09:21:00,1.4593583,0.0,0.0,21080
VIN0021081,2024-05-31 09:21:00,2024-05-31 09:27:00,1.3740532,4.0114459,0.0,21081
VIN0021082,2024-05-31 09:27:00,2024-05-31 09:32:00,1.2407328,4.3361505,0.0,21082
VIN0021083,2024-05-31 09:32:00,2024-05-31 09:37:00,1.222999,3.5470711,0.0,21083
VIN0021084,2024-05-31 09:37:00,2024-05-31 09:43:00,1.3073681,4.3975551,0.0,21084
VIN0021085,2024-05-31 09:43:00,2024-05-31 09:47:00,1.4808624,3.1428471,0.0,21085
VIN0021086,2024-05-31 09:47:00,2024-05-31 09:49:00,1.5007436,0.0,0.0,21086
VIN0021087,2024-05-31 09:49:00,2024-05-31 09:54:00,1.4862119,3.8505797,0.0,21087
VIN0021088,2024-05-31 09:54:00,2024-05-31 09:59:00,1.4324411,3.4255212,0.0,21088
VIN0021089,2024-05-31 09:59:00,2024-05-31 10:01:00,1.6339642,0.0,0.0,21089
VIN0021090,2024-05-31 10:01:00,2024-05-31 10:06:00,1.7551852,3.0879189,0.0,21090
VIN0021091,2024-05-31 10:06:00,2024-05-31 10:11:00,1.3812488,3.7556302,0.0,21091
VIN0021092,2024-05-31 10:11:00,2024-05-31 10:18:00,1.7049359,5.1007839,0.0,21092
VIN0021093,2024-05-31 10:18:00,2024-05-31 10:24:00,1.5398465,4.5280685,0.0,21093
VIN0021094,2024-05-31 10:24:00,2024-05-31 10:29:00,1.1792441,4.039406,0.0,21094
VIN0021095,2024-05-31 10:29:00,2024-05-31 10:35:00,1.2139737,5.0079449,0.0,21095
VIN0021096,2024-05-31 10:35:00,2024-05-31 10:41:00,1.2452761,5.1351261,0.0,21096
VIN0021097,2024-05-31 10:41:00,2024-05-31 10:47:00,1.463729,4.2787096,0.0,21097
VIN0021098,2024-05-31 10:47:00,2024-05-31 10:53:00,1.3998431,4.5105554,0.0,21098
VIN0021099,2024-05-31 10:53:00,2024-05-31 10:58:00,1.3262439,4.0241639,0.0,21099
VIN0021101,2024-05-31 10:58:00,2024-05-31 11:05:00,1.6640773,4.9383235,0.0,21100
VIN0021100,2024-05-31 11:05:00,2024-05-31 11:09:00,1.4760876,2.5201812,0.0,21101
VIN0021102,2024-05-31 11:09:00,2024-05-31 11:15:00,1.8649113,3.941841,0.0,21102
VIN0021103,2024-05-31 11:15:00,2024-05-31 11:21:00,1.1371749,4.8678185,0.0,21103
VIN0021104,2024-05-31 11:21:00,2024-05-31 11:27:00,1.5187941,4.9761187,0.0,21104
VIN0021105,2024-05-31 11:27:00,2024-05-31 11:33:00,1.5739592,4.3221891,0.0,21105
VIN0021106,2024-05-31 11:33:00,2024-05-31 11:34:00,1.1581631,0.0,0.0,21106
VIN0021107,2024-05-31 11:34:00,2024-05-31 11:39:00,1.476163,3.2846419,0.0,21107
VIN0021109,2024-05-31 11:39:00,2024-05-31 11:44:00,1.7568611,2.6086315,0.0,21108
VIN0021110,2024-05-31 11:44:00,2024-05-31 11:45:00,1.7250307,0.0,0.0,21109
VIN0021111,2024-05-31 11:45:00,2024-05-31 11:51:00,1.1830143,4.5994718,0.0,21110
VIN0021112,2024-05-31 11:51:00,2024-05-31 11:55:00,1.612921,2.5869719,0.0,21111
VIN0021113,2024-05-31 11:55:00,2024-05-31 12:01:00,1.5588364,4.7224894,0.0,21112
VIN0021114,2024-05-31 12:01:00,2024-05-31 12:07:00,1.5908569,4.2157578,0.0,21113
VIN0021115,2024-05-31 12:07:00,2024-05-31 12:13:00,1.2040497,4.1426645,0.0,21114
VIN0021116,2024-05-31 12:13:00,2024-05-31 12:17:00,1.2055704,2.7468117,0.0,21115
VIN0021117,2024-05-31 12:17:00,2024-05-31 12:22:00,1.3427499,3.7030653,0.0,21116
VIN0021108,2024-05-31 12:22:00,2024-05-31 12:28:00,1.4843231,5.0515316,0.0,21117
VIN0021118,2024-05-31 12:28:00,2024-05-31 12:34:00,1.3156813,4.3609956,0.0,21118
VIN0021119,2024-05-31 12:34:00,2024-05-31 12:38:00,1.5872265,2.602222,0.0,21119
VIN0021120,2024-05-31 12:38:00,2024-05-31 12:43:00,1.3266286,4.089448,0.0,21120
VIN0021121,2024-05-31 12:43:00,2024-05-31 12:48:00,1.334618,3.1756477,0.0,21121
VIN0021123,2024-05-31 12:48:00,2024-05-31 12:49:00,1.3873303,0.0,0.0,21122
VIN0021124,2024-05-31 12:49:00,2024-05-31 12:54:00,1.8000884,3.0511108,0.0,21123
VIN0021126,2024-05-31 12:54:00,2024-05-31 13:00:00,1.574331,3.9128641,0.0,21124
VIN0021127,2024-05-31 13:00:00,2024-05-31 13:06:00,1.5146412,5.0928346,0.0,21125
